llm_model,model_pretty,ablation,ablation_pretty,modality,nrmse,sqrt_bias_squared,sqrt_variance,n_sqrt_bias_squared,n_sqrt_variance
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,image,0.794319681415718,0.05499399999999998,0.15793898253439523,0.26119910238144745,0.7501458426196159
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text,0.616342684986264,0.07299549999999999,0.1074398375858056,0.34636930971893987,0.5098103633910378
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text_image,0.650364018139864,0.09230260273972601,0.10139528356985865,0.43780688647081706,0.4809350125014381
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,image,1.3968595776940387,0.04004400000000002,0.291362021611145,0.19019269112562626,1.3838509385182929
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text,0.9637724107543375,0.11229399999999998,0.16912797906910612,0.5330985752659694,0.8029091908681958
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,1.0471729896260256,0.1205273333333333,0.18449989022459848,0.5727078394813642,0.8766852347330234
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal Cue,image,1.038624008844996,0.06292733333333335,0.20942667999299636,0.2988792046755067,0.9946914359547825
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal Cue,text,1.0143722527499301,0.11596066666666666,0.1793968915363053,0.5506583824235722,0.851895775911363
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal Cue,text_image,1.1279871997142472,0.15079399999999998,0.18358581228043375,0.7159534741295165,0.871645424241454
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical Cue,image,1.0071469685450303,0.04739399999999999,0.20668487850832243,0.2251021976627691,0.9816689955666502
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical Cue,text,0.9563627213526259,0.12452733333333332,0.15857767862960903,0.5906579079189004,0.7521654675707121
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical Cue,text_image,1.2216495740225022,0.15606066666666663,0.20464419828787936,0.7407966762556513,0.971415444677477
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,image,1.4414541492678632,0.04272733333333333,0.3004143825222458,0.20297245787364473,1.4270922345056294
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text_image,1.0360826856703684,0.11119399999999999,0.1880697971605223,0.5273030018677791,0.8918625879400663
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_4,Short context,image,1.372494899887573,0.037360666666666646,0.28654573950108253,0.177447950643812,1.360975560041293
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_4,Short context,text,0.9693856006410437,0.07037864646464648,0.19195420916565226,0.3336964262286668,0.9101401748370482
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_4,Short context,text_image,1.2107808555927424,0.1395273333333333,0.21256014402098578,0.6644183384353737,1.0121949178990528
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,image,1.2985038098580919,0.015793999999999996,0.27293607029974376,0.07501506751668512,1.2963351741974167
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,1.0983457518286042,0.13439400000000004,0.18811361550226324,0.6384858500409443,0.8936997313737062
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Compressed Numerical Cue,image,1.1654562552159882,0.086994,0.22944173887358277,0.4131860696179883,1.0897548140273177
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Compressed Numerical Cue,text,0.8601581538906465,0.10812733333333331,0.14578570354995568,0.512411776822807,0.6908735200294327
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Compressed Numerical Cue,text_image,1.0710301489973286,0.15806066666666663,0.16093764390664547,0.7504719399345807,0.7641318259515609
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,image,1.415613008579195,0.0023213333333333233,0.2976754671532219,0.011038900123444927,1.4155699674486968
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text,1.0176016577160532,0.12539494444444443,0.17348903083426265,0.5961001358562751,0.8247289020148316
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,1.0670590836571745,0.12140466666666666,0.18887259880200258,0.5769751284280819,0.8976161703037036
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,image,1.4659955544215586,0.02086066666666664,0.3079513643844142,0.09907967066247063,1.4626435602856869
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text,1.0252772702224837,0.12686066666666668,0.1749096266444157,0.6019637038422624,0.829959746066864
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text_image,1.0998847927351618,0.141194,0.18394664607978045,0.6697070688533873,0.8724901141089649
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,image,1.1106870717815014,0.12610733333333332,0.19693210044637777,0.5989584731131518,0.9353472718239616
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text,0.6354209040944203,0.09288304761904762,0.09637382705056327,0.4409480502259736,0.4575199912157749
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,0.72980572035016,0.12212733333333332,0.09313672043232406,0.5803105343873899,0.4425562937467254
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal Cue,image,1.0817025481523983,0.14453400000000002,0.17600663704531144,0.6864776350801932,0.8359598430631084
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal Cue,text,0.5831122056537179,0.09532733333333332,0.07740351688536008,0.4526775904538264,0.3675633870276822
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal Cue,text_image,0.7319238180637209,0.11446066666666664,0.10326346575413571,0.5434467681153132,0.49028367877586526
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical Cue,image,0.8345774025966368,0.09466066666666666,0.148038239743055,0.4495996138517428,0.7031213466744645
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical Cue,text,0.566943821466884,0.09299399999999998,0.07509324561725464,0.441089036589104,0.3561821984608019
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical Cue,text_image,0.6328870108119211,0.09206066666666665,0.09644235528484822,0.436998234963408,0.4577974564076506
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,image,0.5941114523617123,0.02926066666666666,0.12159410467982767,0.13900023635974068,0.5776221534180276
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text_image,0.5223277538336161,0.08076066666666665,0.07489728717531913,0.382982372845445,0.35517711710433025
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_4,Short context,image,0.8202315009396085,0.074894,0.15561007145211822,0.35571599763167133,0.7390844634834017
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_4,Short context,text,0.6278240783034112,0.0836535238095238,0.10264026422660816,0.39663851663722105,0.4866630871736141
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_4,Short context,text_image,0.5781670605001528,0.082794,0.08880690553479874,0.3942586058102236,0.4228915955560787
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,image,0.6918102525866895,0.014993999999999993,0.1448829511617338,0.07121539333577159,0.6881350109797428
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,0.549245527976276,0.06572733333333332,0.09510821849988688,0.31226075787801394,0.45184496134336444
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Compressed Numerical Cue,image,0.8104727384121635,0.11246066666666664,0.12833849263914895,0.5341423643770685,0.6095555711229175
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Compressed Numerical Cue,text,0.6643174617131271,0.11469399999999998,0.08059939166850662,0.5435309881335743,0.38195779200785035
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Compressed Numerical Cue,text_image,0.7012237744354035,0.120014,0.08607242789651051,0.5698263919717036,0.40867183025741327
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,image,1.092148399146049,0.046548,0.2248976249229858,0.22135499265341038,1.069481226102023
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text,0.7170818528552424,0.11233799999999998,0.10066897779024744,0.534030278162375,0.4785582991654454
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,0.7021492081143124,0.118488,0.08825342404688898,0.5631136833058578,0.4194239980369102
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,image,1.3221223472098143,0.19922733333333337,0.19441135141641178,0.9462486932486476,0.9233747405668058
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text,0.6533879731984602,0.08866066666666668,0.10535673571042127,0.4207017406902393,0.49992588340732513
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text_image,0.6429406516021081,0.10296066666666667,0.08816537884125618,0.48835988980072803,0.41818333242295086
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,image,0.6011332356546011,0.103794,0.07242623698632975,0.4929792274171722,0.3439951283721011
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text,0.6131645247336444,0.08536733333333334,0.0969255974423452,0.4052683471445946,0.4601394366868855
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,0.4479570739671637,0.06619399999999999,0.06712535986744006,0.3145329916309116,0.3189585197058261
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal Cue,image,0.5398547549437256,0.09486066666666666,0.06261643149277103,0.4505495323969712,0.2974025475550278
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal Cue,text,0.5958966658666872,0.08846066666666666,0.08900419105987215,0.42007008941058305,0.42265110478220574
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal Cue,text_image,0.3967453047894552,0.061394,0.05668735606229428,0.2914920195147522,0.26914538716405495
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical Cue,image,0.43096185157117856,0.06346066666666667,0.0648526999660684,0.30141232079611563,0.30802391202950147
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical Cue,text,0.5036612189172825,0.05766066666666667,0.08916675254575304,0.2734960095176621,0.4229356407530083
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical Cue,text_image,0.3903344026416258,0.04621256756756757,0.06801618765115247,0.2193641561740548,0.3228626842353258
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,image,0.32679012847157746,0.002055714285714284,0.06876122552757784,0.009765490815966178,0.32664418448151405
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text_image,0.3741267297625225,0.029593999999999992,0.07313234626802745,0.14034035143330623,0.346807433141759
openai_gpt-4o-2024-08-06,GPT 4o,base_4,Short context,image,0.5378604468652398,0.06872733333333332,0.09000356229740145,0.32642684248712955,0.4274802648145971
openai_gpt-4o-2024-08-06,GPT 4o,base_4,Short context,text,0.5590354551750935,0.04722733333333333,0.10803213854939445,0.2239257664831603,0.5122283584962406
openai_gpt-4o-2024-08-06,GPT 4o,base_4,Short context,text_image,0.39070600583586723,0.05281919463087247,0.06278534772766865,0.2515209077371141,0.2989789557265108
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,image,0.6349099906464657,0.061727333333333335,0.11857150821152422,0.29317969340413635,0.5631663729291299
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,0.4610926848346945,0.060194,0.07613349199925089,0.28597271647070993,0.3616988656913785
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Compressed Numerical Cue,image,0.6003835072292658,0.10306066666666666,0.0731937239537805,0.48949619275133477,0.3476403788901139
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Compressed Numerical Cue,text,0.8187176693105376,0.136794,0.10551981079715159,0.6482621409205728,0.5000548156855948
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Compressed Numerical Cue,text_image,0.5891921087611438,0.096994,0.07740261539939505,0.4605274473220076,0.367507566302354
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,image,0.5051241060196409,0.08100466666666667,0.06871036538656708,0.3852106942272914,0.32674620661159876
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text,0.6463897135255274,0.10523799999999998,0.08610364891222672,0.5002784312810628,0.4093179118320775
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,0.3637438254064177,0.05225569491525423,0.05592246149599757,0.2483449533913645,0.265771244957643
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,image,0.5385357551280268,0.08312733333333334,0.077111326618655,0.394820977743573,0.36624739601111594
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text,0.5611094568556486,0.08642733333333331,0.08070675080947208,0.41010440078519067,0.38295979296717386
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text_image,0.3536779586822168,0.0442651700680272,0.06000537361825452,0.20995720284541264,0.28461565563220537
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,image,0.7973178845979141,0.033460666666666666,0.16450223714655746,0.15892453901185868,0.7813186289853589
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text,0.5838816688767385,0.03759399999999999,0.11710471697302946,0.17847176018797842,0.5559367176807897
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,0.6059497602756061,0.03782733333333333,0.12178360765262658,0.17974354652616606,0.5786772584612778
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal Cue,image,0.7532540148770677,0.017394,0.15763664655572107,0.08261441587851218,0.7487098698544542
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal Cue,text,0.5673014465310396,0.027235666666666655,0.1163194449976252,0.1293330625116643,0.5523621005984786
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal Cue,text_image,0.5311801210682575,0.028860666666666656,0.10809042584593492,0.13702729926717194,0.5132015591106808
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical Cue,image,0.6630702643253413,0.0022606666666666678,0.13958740496986904,0.010737245956231456,0.6629833233059135
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical Cue,text,0.5246419862877381,0.03786066666666667,0.10392781545968444,0.17958067170592948,0.4929502978248318
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical Cue,text_image,0.5555267028015002,0.025793999999999994,0.11415264840262505,0.12244026554206443,0.5418655727202967
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,image,0.497212105140056,0.014872666666666668,0.10360509009160163,0.07065130147295472,0.4921669138594993
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text_image,0.5436054935919217,0.06802733333333331,0.09226441075999396,0.322598495204118,0.43753530549585984
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_4,Short context,image,0.7842708029437084,0.004760666666666662,0.16505515934445134,0.022611227771586178,0.783944784234598
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_4,Short context,text,0.6759272160010068,0.030459333333333345,0.13926520235228262,0.14442122986475509,0.6603181882208179
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_4,Short context,text_image,0.7383978900591485,0.002639333333333336,0.1550405177995596,0.01256830060473526,0.7382909195322067
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,image,0.9444706265975221,0.00849399999999999,0.19867147808379543,0.040343040615849236,0.9436086071986544
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,0.5690719445789041,0.039594,0.11305008360899164,0.1881051888218309,0.5370840865684988
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Compressed Numerical Cue,image,0.6989210923338051,0.03786066666666667,0.14220000056102516,0.17982274700688303,0.675392088322019
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Compressed Numerical Cue,text,0.48696907834148323,0.05336066666666666,0.08781770603294584,0.2528743951802153,0.41616513972579916
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Compressed Numerical Cue,text_image,0.6102258630601403,0.06749399999999998,0.10937391616529663,0.32046146699333544,0.5193072810196024
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,image,0.7434573596509468,0.05975466666666667,0.14446906985541538,0.2841581550444055,0.68701018081315
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text,0.5686746165820216,0.04723383333333332,0.10990579373705567,0.22453931130761862,0.5224681016312954
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,0.5707528952870726,0.04727133333333333,0.11040076408954584,0.22465679755006673,0.5246791312727469
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,image,0.772092984821497,0.012294000000000001,0.1620942806023704,0.0583914929751885,0.7698818160982224
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text,0.5069548785604526,0.02878066666666665,0.10288850340484543,0.13656649583308875,0.4882139296580078
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text_image,0.5913715457671838,0.01617489932885905,0.12362490183011934,0.07672028852875346,0.5863738589595661
GPT-5 Mini,GPT 5 Mini,base_3,Noise,text,0.09134634089002532,0.011930172967368813,0.015096636847021188,0.056636669916299155,0.07166897246918565
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text,0.28246576845318316,0.005860666666666659,0.05921037206060739,0.027822617861228152,0.28109217755603827
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text,0.9155322404850065,0.051158444444444416,0.18594207415957648,0.24286688377078533,0.8827315334431889
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text,0.46102916130726773,0.055311407407407386,0.07982221132406084,0.2625824397104428,0.3789437292414195
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text,0.7382982600718017,0.10306190647482012,0.11646508248823444,0.48927062448502323,0.5529001508781537
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text,0.9637724107543375,0.11229399999999998,0.16912797906910612,0.5330985752659694,0.8029091908681958
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text,0.6354209040944203,0.09288304761904762,0.09637382705056327,0.4409480502259736,0.4575199912157749
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text,0.6131645247336444,0.08536733333333334,0.0969255974423452,0.4052683471445946,0.4601394366868855
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text,0.5838816688767385,0.03759399999999999,0.11710471697302946,0.17847176018797842,0.5559367176807897
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text,0.09134634089002532,0.011930172967368813,0.015096636847021188,0.056636669916299155,0.07166897246918565
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text,0.28246576845318316,0.005860666666666659,0.05921037206060739,0.027822617861228152,0.28109217755603827
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text,0.9155322404850065,0.051158444444444416,0.18594207415957648,0.24286688377078533,0.8827315334431889
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text,0.46102916130726773,0.055311407407407386,0.07982221132406084,0.2625824397104428,0.3789437292414195
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text,0.7382982600718017,0.10306190647482012,0.11646508248823444,0.48927062448502323,0.5529001508781537
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text,0.9637724107543375,0.11229399999999998,0.16912797906910612,0.5330985752659694,0.8029091908681958
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text,0.6354209040944203,0.09288304761904762,0.09637382705056327,0.4409480502259736,0.4575199912157749
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text,0.6131645247336444,0.08536733333333334,0.0969255974423452,0.4052683471445946,0.4601394366868855
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text,0.5838816688767385,0.03759399999999999,0.11710471697302946,0.17847176018797842,0.5559367176807897
